Final Letter Grade Rating,rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
3,817,19770113,797,103,72,14,20011231,0.85,1.33,744092,179895,44795,610186,0,809890,764090,154965,0,177023,39926,137097,0,0,3444,136828,136828,0,2,8,4,131017,180467,209,209,0,0,0,209,0,0,0,21,0,1.1,0,189,20,0,0,0,0
3,817,19770113,797,103,72,14,20031231,1,0.96,932009,274371,49753,610186,0,582756,784466,180259,0,177023,39926,137097,0,0,3444,136828,136828,0,2,8,4,131017,180467,209,209,0,0,0,209,0,0,0,21,0,1.1,0,189,20,0,0,0,0
5,780,19760909,940,149,83,5,20071231,0.47,0.6,505914,211228,2973,619540,0,360223,835115,231103,0,123708,0,123708,0,17922,0,118800,118800,0,20,2,0,0,141630,120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
2,780,19760909,940,149,83,5,20051231,1.09,0.97,857115,180020,3721,619505,0,418630,628635,198497,0,123708,0,123708,0,17922,0,118800,118800,0,20,2,0,0,141630,120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
2,780,19760909,940,149,83,5,20081231,1.13,0.61,891501,177509,12009,619540,0,470598,1017245,249205,0,123708,0,123708,0,17922,0,118800,118800,0,20,2,0,0,141630,120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
2,780,19760909,940,149,83,5,20091231,1.36,0.98,909737,63727,3317,619540,0,504791,785582,268746,0,123708,0,123708,0,17922,0,118800,118800,0,20,2,0,0,141630,120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
2,780,19760909,940,149,83,5,20101231,1.11,0.75,847851,154797,2726,619539,0,428864,863130,289844,0,123708,0,123708,0,17922,0,118800,118800,0,20,2,0,0,141630,120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
3,793,19760909,620,158,122,16,20001231,0.58,1.29,159738,35383,19153,181296,0,218292,208446,39624,0,69080,0,69080,0,0,0,56400,56400,0,9,3,0,0,69080,50,20,10,20,0,0,50,0,0,0,0,2.98,0,0,17,17,16,0,0
3,780,19760909,940,149,83,5,19991231,0.78,1.84,744001,235757,29199,617038,0,699003,505907,126727,0,123708,0,123708,0,17922,0,118800,118800,0,20,2,0,0,141630,120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
3,780,19760909,940,149,83,5,20041231,0.88,1.11,743595,191109,4829,619540,0,477071,612364,184118,0,123708,0,123708,0,17922,0,118800,118800,0,20,2,0,0,141630,120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
4,793,19760909,620,158,122,16,20071231,0.88,1.14,355379,33960,1922,364034,0,214655,268073,80516,0,69080,0,69080,0,0,0,56400,56400,0,9,3,0,0,69080,50,20,10,20,0,0,50,0,0,0,0,2.98,0,0,17,17,16,0,0
3,818,19760721,547,175,76,15,20061231,-0.11,3.21,63297,74993,2562,128563,0,373645,180721,64304,0,56065,14124,41941,0,0,0,39950,39950,0,1,6,1,11186,56065,61,61,0,0,0,6,55,0,0,3,0,1,6,49,6,0,0,0,0
3,818,19760721,547,175,76,15,20071231,0.78,1.69,203680,100087,3513,128563,0,317926,257087,68836,0,56065,14124,41941,0,0,0,39950,39950,0,1,6,1,11186,56065,61,61,0,0,0,6,55,0,0,3,0,1,6,49,6,0,0,0,0
3,818,19760721,547,175,76,15,20081231,0.26,2.01,117335,82664,1162,128563,0,279772,213033,73688,0,56065,14124,41941,0,0,0,39950,39950,0,1,6,1,11186,56065,61,61,0,0,0,6,55,0,0,3,0,1,6,49,6,0,0,0,0
5,828,19760615,1269,89,121,15,20071231,0.75,0.97,170398,57604,9386,136992,0,118111,181835,60456,0,61827,11803,50024,0,6305,0,40500,40500,0,3,5,1,103237,68132,55,55,0,0,0,0,55,0,0,3,0,1.35,0,36,19,0,0,0,0
5,757,19760615,583,9,107,16,20001231,0.33,0.86,39629,15527,4724,58479,0,25150,43884,14549,0,23051,0,23051,0,0,1288,23048,23048,0,3,2,0,97801,24339,16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
2,757,19760615,583,9,107,16,19951231,0.89,1.25,60313,3946,4090,58479,0,25776,31166,10507,0,23051,0,23051,0,0,1288,23048,23048,0,3,2,0,97801,24339,16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
2,757,19760615,583,9,107,16,20031231,1.79,0.83,141358,36196,634,58479,0,34960,60631,18423,0,23051,0,23051,0,0,1288,23048,23048,0,3,2,0,97801,24339,16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
3,823,19760615,899,175,71,15,20071231,0.87,1.93,424728,49740,21696,406354,0,479638,353319,104974,0,40806,0,40806,3500,0,272,32941,30641,2300,8,4,0,14759,44578,36,36,0,0,0,0,36,0,0,1,0,2,0,18,6,6,6,0,0
3,828,19760615,1269,89,121,15,20001231,0.69,2.77,132000,29836,8051,136992,0,93932,70923,37017,0,61827,11803,50024,0,6305,0,40500,40500,0,3,5,1,103237,68132,55,55,0,0,0,0,55,0,0,3,0,1.35,0,36,19,0,0,0,0
3,828,19760615,1269,89,121,15,20011231,0.89,1.33,145801,16399,6830,136992,0,75668,96600,39702,0,61827,11803,50024,0,6305,0,40500,40500,0,3,5,1,103237,68132,55,55,0,0,0,0,55,0,0,3,0,1.35,0,36,19,0,0,0,0
3,828,19760615,1269,89,121,15,20081231,0.99,1.18,187806,46631,5488,136992,0,114384,162151,64849,0,61827,11803,50024,0,6305,0,40500,40500,0,3,5,1,103237,68132,55,55,0,0,0,0,55,0,0,3,0,1.35,0,36,19,0,0,0,0
3,757,19760615,583,9,107,16,20021231,-0.05,7.09,27637,27856,2651,58479,0,185738,43371,17168,0,23051,0,23051,0,0,1288,23048,23048,0,3,2,0,97801,24339,16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
3,757,19760615,583,9,107,16,20081231,0.78,1.52,66324,19866,886,58479,0,37934,51207,26259,0,23051,0,23051,0,0,1288,23048,23048,0,3,2,0,97801,24339,16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
4,757,19760615,583,9,107,16,20051231,0.91,0.76,116110,62426,513,58479,0,24337,53273,21222,0,23051,0,23051,0,0,1288,23048,23048,0,3,2,0,97801,24339,16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
4,757,19760615,583,9,107,16,20071231,0.88,1.06,64507,11970,1042,58479,0,44895,66772,24456,0,23051,0,23051,0,0,1288,23048,23048,0,3,2,0,97801,24339,16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
5,738,19751015,526,282,120,16,19961231,0.82,0.89,369092,58089,8859,368432,0,148967,244697,77890,0,116872,1296,115576,14870,0,0,115646,100776,14870,1,12,2,37826,131742,131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
5,738,19751015,526,282,120,16,20091231,0.89,0.83,636373,304256,4287,368432,0,487009,771516,185942,0,116872,1296,115576,14870,0,0,115646,100776,14870,1,12,2,37826,131742,131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
3,738,19751015,526,282,120,16,19971231,0.91,0.71,419417,76600,9315,368432,0,123255,256655,83281,0,116872,1296,115576,14870,0,0,115646,100776,14870,1,12,2,37826,131742,131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
3,738,19751015,526,282,120,16,19991231,0.95,0.79,483700,94489,38811,368432,0,189581,335288,95211,0,116872,1296,115576,14870,0,0,115646,100776,14870,1,12,2,37826,131742,131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
3,738,19751015,526,282,120,16,20061231,1.01,0.9,685844,283835,28094,368432,0,439787,638116,152114,0,116872,1296,115576,14870,0,0,115646,100776,14870,1,12,2,37826,131742,131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
3,801,19751015,483,66,8,15,19991231,0.7,1.46,461083,138667,22248,429890,0,283503,421026,227166,0,130135,0,130135,0,0,0,82820,82820,0,1,5,1,202004,130135,109,81,28,0,0,109,0,0,0,11,0,1.11,0,97,12,0,0,0,0
4,738,19751015,526,282,120,16,20041231,0.72,1.13,335911,59502,12047,368432,0,370641,472519,143596,0,116872,1296,115576,14870,0,0,115646,100776,14870,1,12,2,37826,131742,131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
1,812,19750915,237,122,50,14,19951231,1.49,3,543551,20747,16237,340887,0,414027,258194,120289,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,19961231,1.28,2.61,437081,16850,13385,319058,0,407166,341934,185868,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,19971231,1.16,3.21,528039,29905,22582,408816,0,448656,342322,202374,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,19981231,1.09,3.84,563197,32127,19727,471198,0,447823,329591,212977,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,19991231,1.06,3.03,470272,26802,17636,403107,0,367865,338636,217268,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,20001231,1.1,2.53,621595,179508,16567,387764,0,334061,332262,200002,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,20011231,1.03,2.1,480741,104629,10061,355518,0,254119,275791,154635,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,20021231,1.45,2.37,496383,57982,6130,298467,0,339476,309601,166358,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,20031231,1.77,3.57,558847,43423,6150,287542,0,413881,185686,69730,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,20041231,2.72,2.91,779414,245277,6228,193939,0,818544,356039,74583,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,20051231,1.19,3.99,539436,112645,7891,351455,0,687289,252062,79772,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,20071231,1.36,2.59,793104,281041,21759,359694,0,495030,318407,127234,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,20081231,1.53,3.9,642989,67557,10885,368352,0,605799,458418,303083,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,812,19750915,237,122,50,14,20091231,1.11,3.2,630088,18317,4159,545074,0,453326,469253,327445,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
2,836,19750915,218,229,15,21,19951231,1.05,0.93,289259,31159,14385,232601,0,132310,190476,48849,0,0,0,0,0,0,0,60000,60000,0,1,7,2,23573,97020,100,83,17,0,0,100,0,0,0,5,0,1.01,0,99,1,0,0,0,0
2,836,19750915,218,229,15,21,19971231,1.08,0.98,318532,52259,13912,232601,0,116202,174453,55861,0,0,0,0,0,0,0,60000,60000,0,1,7,2,23573,97020,100,83,17,0,0,100,0,0,0,5,0,1.01,0,99,1,0,0,0,0
2,836,19750915,218,229,15,21,20031231,1.19,0.85,404436,124210,3432,232601,0,123287,228632,83632,0,0,0,0,0,0,0,60000,60000,0,1,7,2,23573,97020,100,83,17,0,0,100,0,0,0,5,0,1.01,0,99,1,0,0,0,0
2,836,19750915,218,229,15,21,20091231,1.31,0.86,447157,139513,3465,232601,0,106048,248498,125211,0,0,0,0,0,0,0,60000,60000,0,1,7,2,23573,97020,100,83,17,0,0,100,0,0,0,5,0,1.01,0,99,1,0,0,0,0
3,842,19750915,703,148,155,16,20001231,0.72,5.88,70136,32438,1309,50548,0,68716,23886,12199,0,18334,0,18334,0,0,0,17603,17603,0,3,2,0,44556,18334,12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
3,842,19750915,703,148,155,16,20051231,0.83,3.39,54605,12630,220,50548,0,57206,29077,12199,0,18334,0,18334,0,0,0,17603,17603,0,3,2,0,44556,18334,12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
4,836,19750915,218,229,15,21,20081231,0.99,0.86,261682,24656,6607,232601,0,134410,272923,117066,0,0,0,0,0,0,0,60000,60000,0,1,7,2,23573,97020,100,83,17,0,0,100,0,0,0,5,0,1.01,0,99,1,0,0,0,0
3,767,19750724,1175,147,154,16,20061231,1.01,1,91733,19311,3498,68120,0,116625,142220,25200,0,35446,4633,30813,5140,0,0,24770,19770,5000,1,5,1,17400,40586,31,8,23,0,0,31,0,0,0,0,0,1.06,0,29,2,0,0,0,0
3,824,19750724,1123,232,5,16,20061231,0.85,1.42,347785,27588,40049,327675,0,224568,283397,125000,0,119832,27257,92575,4700,0,0,108350,103650,4700,2,8,2,65255,124532,147,37,110,0,0,147,0,0,0,6,0,1.12,0,130,17,0,0,0,0
4,767,19750724,1175,147,154,16,19951231,0.93,0,75023,10776,959,68120,0,145000,14935,0,14935,35446,4633,30813,5140,0,0,24770,19770,5000,1,5,1,17400,40586,31,8,23,0,0,31,0,0,0,0,0,1.06,0,29,2,0,0,0,0
4,767,19750724,1175,147,154,16,19961231,0.95,0.28,66601,0,1711,68120,0,128014,470296,13344,0,35446,4633,30813,5140,0,0,24770,19770,5000,1,5,1,17400,40586,31,8,23,0,0,31,0,0,0,0,0,1.06,0,29,2,0,0,0,0
4,767,19750724,1175,147,154,16,20031231,0.93,1.04,98658,34740,365,68120,0,117586,134761,22100,0,35446,4633,30813,5140,0,0,24770,19770,5000,1,5,1,17400,40586,31,8,23,0,0,31,0,0,0,0,0,1.06,0,29,2,0,0,0,0
1,753,19750626,158,79,32,16,19951231,1.41,1.71,665994,48181,55882,398857,0,220556,211143,82400,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
1,753,19750626,158,79,32,16,19961231,1.26,2.15,666525,55545,69995,428088,0,270591,213819,88200,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
1,753,19750626,158,79,32,16,19971231,1.23,2.35,697078,99192,72071,428054,0,298118,221247,94400,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
1,753,19750626,158,79,32,16,19981231,1.38,2.95,732257,71731,67829,428548,0,421065,244022,101100,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
1,753,19750626,158,79,32,16,19991231,1.33,2.86,719479,72127,80097,424918,0,563579,305020,108269,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
1,753,19750626,158,79,32,16,20001231,2.38,1.07,1199712,86433,92090,428548,0,166439,271041,115900,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
1,753,19750626,158,79,32,16,20011231,1.52,1.71,1944215,138341,65282,1147320,0,378620,426447,204755,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
1,753,19750626,158,79,32,16,20021231,1.47,1.29,2605077,138147,33013,1658516,0,590487,675891,219358,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
1,753,19750626,158,79,32,16,20031231,1.19,1.74,2229024,240996,12521,1658022,0,478199,510165,235000,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
1,753,19750626,158,79,32,16,20041231,1.17,2.65,2044381,94637,7395,1658516,0,651820,498047,251800,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
5,803,19750626,988,223,82,16,20011231,0.71,0,137928,48426,1175,125043,0,0,0,0,0,50487,9279,41208,1500,0,3877,41208,39708,1500,4,4,0,42167,55864,49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
5,803,19750626,988,223,82,16,20051231,0.87,0.83,132852,20478,3086,125131,0,191557,292084,61054,0,50487,9279,41208,1500,0,3877,41208,39708,1500,4,4,0,42167,55864,49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
5,803,19750626,988,223,82,16,20061231,0.84,0.71,174171,65516,3724,124989,0,240390,403469,65674,0,50487,9279,41208,1500,0,3877,41208,39708,1500,4,4,0,42167,55864,49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
3,803,19750626,988,223,82,16,20031231,0.76,1.44,146839,50579,844,125043,0,240364,219760,52774,0,50487,9279,41208,1500,0,3877,41208,39708,1500,4,4,0,42167,55864,49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
4,803,19750626,988,223,82,16,19951231,0.86,0.84,117613,0,2021,134107,0,136235,183513,20362,0,50487,9279,41208,1500,0,3877,41208,39708,1500,4,4,0,42167,55864,49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
4,803,19750626,988,223,82,16,20041231,0.68,1.08,115737,29239,942,125043,0,197813,239116,56762,0,50487,9279,41208,1500,0,3877,41208,39708,1500,4,4,0,42167,55864,49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
5,789,19750515,885,229,15,17,20031231,0.88,0.91,434678,51461,14077,417228,0,531208,715565,131585,0,121497,6059,115438,1700,0,0,113536,111836,1700,1,16,2,10142,123197,162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
5,808,19750515,194,229,15,6,20011231,0.87,0.94,365077,72691,4100,332831,0,200575,311057,98450,0,104521,24493,80028,0,8269,0,84900,84900,0,1,10,2,75702,112790,130,52,78,0,0,130,0,0,0,13,0,1,10,110,10,0,0,0,0
2,789,19750515,885,229,15,17,19971231,1.06,0.91,654239,187217,23419,417228,0,264319,377612,86729,0,121497,6059,115438,1700,0,0,113536,111836,1700,1,16,2,10142,123197,162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
2,789,19750515,885,229,15,17,20051231,1.06,0.92,621343,170708,10114,417228,0,379692,561785,150852,0,121497,6059,115438,1700,0,0,113536,111836,1700,1,16,2,10142,123197,162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
2,789,19750515,885,229,15,17,20061231,1.18,0.88,594552,83863,18856,417228,0,377875,590192,162433,0,121497,6059,115438,1700,0,0,113536,111836,1700,1,16,2,10142,123197,162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
2,789,19750515,885,229,15,17,20071231,1.13,0.88,803325,308668,23795,417228,0,407220,637961,174315,0,121497,6059,115438,1700,0,0,113536,111836,1700,1,16,2,10142,123197,162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
4,809,19750515,1022,93,140,15,20021231,0.71,1.13,604736,182018,8540,582869,0,619107,771397,222035,0,241320,36597,204723,1859,26611,5774,184219,182360,1859,17,3,3,153184,275564,220,156,0,64,0,0,220,0,0,0,0,1.81,0,95,99,10,5,11,0
4,809,19750515,1022,93,140,15,20041231,0.77,1.05,842362,381503,9890,582869,0,589806,819126,256948,0,241320,36597,204723,1859,26611,5774,184219,182360,1859,17,3,3,153184,275564,220,156,0,64,0,0,220,0,0,0,0,1.81,0,95,99,10,5,11,0
4,789,19750515,885,229,15,17,20021231,0.99,0.99,508391,78683,15272,417228,0,679710,807407,122707,0,121497,6059,115438,1700,0,0,113536,111836,1700,1,16,2,10142,123197,162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
4,789,19750515,885,229,15,17,20041231,0.99,0.85,557432,128560,13913,417228,0,400443,610087,141128,0,121497,6059,115438,1700,0,0,113536,111836,1700,1,16,2,10142,123197,162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
4,808,19750515,194,229,15,6,19951231,0.91,0.99,389624,78905,7145,332138,0,182655,247520,62371,0,104521,24493,80028,0,8269,0,84900,84900,0,1,10,2,75702,112790,130,52,78,0,0,130,0,0,0,13,0,1,10,110,10,0,0,0,0
5,700,19750415,722,146,16,16,19961231,0.78,0.66,203833,16342,15407,221022,0,89339,176191,41163,0,80000,0,80000,0,0,0,55150,55150,0,1,7,0,0,80000,89,23,66,0,0,89,0,0,0,12,0,1.08,0,82,7,0,0,0,0
5,700,19750415,722,146,16,16,20041231,0.83,0.63,253337,48308,1557,244616,0,105907,255865,87847,0,80000,0,80000,0,0,0,55150,55150,0,1,7,0,0,80000,89,23,66,0,0,89,0,0,0,12,0,1.08,0,82,7,0,0,0,0
5,700,19750415,722,146,16,16,20071231,0.74,0.22,429869,246063,2398,244617,0,106823,592821,111471,0,80000,0,80000,0,0,0,55150,55150,0,1,7,0,0,80000,89,23,66,0,0,89,0,0,0,12,0,1.08,0,82,7,0,0,0,0
5,796,19750415,1108,229,15,21,20001231,0.83,0.98,58811,9445,1775,57658,0,26930,43174,15806,0,22584,4396,18188,0,0,0,20420,20420,0,2,4,0,10869,22584,28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0
5,796,19750415,1108,229,15,21,20011231,0.69,0.32,45500,0,5884,57658,0,16603,68618,17055,0,22584,4396,18188,0,0,0,20420,20420,0,2,4,0,10869,22584,28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0
5,796,19750415,1108,229,15,21,20071231,0.57,0.24,67670,32923,1700,57658,0,28215,146393,26920,0,22584,4396,18188,0,0,0,20420,20420,0,2,4,0,10869,22584,28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0
5,796,19750415,1108,229,15,21,20091231,0.88,0.29,63257,11799,527,57658,0,36421,154994,31344,0,22584,4396,18188,0,0,0,20420,20420,0,2,4,0,10869,22584,28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0
5,796,19750415,1108,229,15,21,20101231,0.8,0.25,72872,26577,285,57658,0,38804,188731,33822,0,22584,4396,18188,0,0,0,20420,20420,0,2,4,0,10869,22584,28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0
5,814,19750415,844,122,16,16,19961231,0.85,0.58,455665,71783,36956,406630,0,299279,603125,91194,0,183277,17631,165646,13444,0,0,114444,101000,13444,1,7,2,30955,196721,122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
5,814,19750415,844,122,16,16,20031231,0.82,0.54,448472,107592,5931,406161,0,348377,785568,146036,0,183277,17631,165646,13444,0,0,114444,101000,13444,1,7,2,30955,196721,122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
5,814,19750415,844,122,16,16,20051231,0.86,0.61,430298,68778,11116,406161,0,450090,904435,167064,0,183277,17631,165646,13444,0,0,114444,101000,13444,1,7,2,30955,196721,122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
5,814,19750415,844,122,16,16,20061231,0.82,0.45,803949,450884,20484,406161,0,467759,1211143,178687,0,183277,17631,165646,13444,0,0,114444,101000,13444,1,7,2,30955,196721,122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
5,814,19750415,844,122,16,16,20071231,0.81,0.55,450513,106499,16690,406161,0,604579,1288484,191119,0,183277,17631,165646,13444,0,0,114444,101000,13444,1,7,2,30955,196721,122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
5,814,19750415,844,122,16,16,20081231,0.88,0.6,419973,51414,10728,406161,0,839797,1610968,204416,0,183277,17631,165646,13444,0,0,114444,101000,13444,1,7,2,30955,196721,122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
2,814,19750415,844,122,16,16,19951231,1.04,0.78,478650,54765,20053,390147,0,321301,499787,85265,0,183277,17631,165646,13444,0,0,114444,101000,13444,1,7,2,30955,196721,122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
2,814,19750415,844,122,16,16,19971231,1.03,0.61,641273,184167,38685,406160,0,342736,658745,97542,0,183277,17631,165646,13444,0,0,114444,101000,13444,1,7,2,30955,196721,122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
2,814,19750415,844,122,16,16,19981231,1.05,0.83,691094,240491,25764,406161,0,369726,550542,104329,0,183277,17631,165646,13444,0,0,114444,101000,13444,1,7,2,30955,196721,122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
